"Path","Name","Folder","Type","Length"
"10-ai-context\STORY_HISTORY.md","STORY_HISTORY.md","10-ai-context","project","16419"
"11-architecture\field-types.md","field-types.md","11-architecture","other","7266"
"13-auditoria\AUD-001-Documental-Audit.md","AUD-001-Documental-Audit.md","13-auditoria","audit","14567"
"13-auditoria\AUDIT_43.1A.md","AUDIT_43.1A.md","13-auditoria","audit","7926"
"13-auditoria\AUDIT_43_signature-field.md","AUDIT_43_signature-field.md","13-auditoria","audit","11868"
"13-auditoria\AUDIT_B10_REGISTRY_CONTENT_RESULT.md","AUDIT_B10_REGISTRY_CONTENT_RESULT.md","13-auditoria","audit","7212"
"13-auditoria\AUDIT_B6_RUNTIME_RESOLVED_FIELDS_RESULT.md","AUDIT_B6_RUNTIME_RESOLVED_FIELDS_RESULT.md","13-auditoria","audit","3331"
"13-auditoria\AUDIT_B8_REGISTRY_WIRING_RESULT.md","AUDIT_B8_REGISTRY_WIRING_RESULT.md","13-auditoria","audit","10197"
"13-auditoria\AUDIT_C1_RUNTIME_BREAKPOINT_RESULT.md","AUDIT_C1_RUNTIME_BREAKPOINT_RESULT.md","13-auditoria","audit","4238"
"13-auditoria\AUDIT_C2_DIFF_REAL_BREAK_RESULT.md","AUDIT_C2_DIFF_REAL_BREAK_RESULT.md","13-auditoria","audit","6909"
"13-auditoria\AUDIT_C3_DIFF_REAL_BREAK_RESULT.md","AUDIT_C3_DIFF_REAL_BREAK_RESULT.md","13-auditoria","audit","15579"
"13-auditoria\AUDIT_D1_PREPARE_TRACE_RESULT.md","AUDIT_D1_PREPARE_TRACE_RESULT.md","13-auditoria","audit","5041"
"13-auditoria\AUDIT_FIX_01_RUNTIME_ROLLBACK_RESULT.md","AUDIT_FIX_01_RUNTIME_ROLLBACK_RESULT.md","13-auditoria","audit","2036"
"13-auditoria\AUDIT_FIX_04_BUILDER_INJECTION_RESULT.md","AUDIT_FIX_04_BUILDER_INJECTION_RESULT.md","13-auditoria","audit","3671"
"13-auditoria\AUDIT_FIX_05_REAL_BUILDER_WIRING_RESULT.md","AUDIT_FIX_05_REAL_BUILDER_WIRING_RESULT.md","13-auditoria","audit","3564"
"13-auditoria\AUDIT_FIX_06_RUNTIME_BOOTSTRAP_ROOT_CAUSE.md","AUDIT_FIX_06_RUNTIME_BOOTSTRAP_ROOT_CAUSE.md","13-auditoria","audit","2590"
"13-auditoria\AUDIT_V1_DIGITALIZATION_READINESS.md","AUDIT_V1_DIGITALIZATION_READINESS.md","13-auditoria","audit","4853"
"13-auditoria\AUDIT_V1_FLOW_ANALYSIS.md","AUDIT_V1_FLOW_ANALYSIS.md","13-auditoria","audit","3379"
"13-auditoria\AUDIT_V1_PROJECT_INVENTORY.md","AUDIT_V1_PROJECT_INVENTORY.md","13-auditoria","audit","14363"
"13-auditoria\AUDIT_V1_RUNTIME_ANALYSIS.md","AUDIT_V1_RUNTIME_ANALYSIS.md","13-auditoria","audit","6056"
"13-auditoria\AUDIT_V2_RUNTIME_REGRESSION_RESULT.md","AUDIT_V2_RUNTIME_REGRESSION_RESULT.md","13-auditoria","audit","6110"
"13-auditoria\SPRINT_50_2_CORE_IMPLEMENTATION_READINESS_AUDIT.md","SPRINT_50_2_CORE_IMPLEMENTATION_READINESS_AUDIT.md","13-auditoria","sprint","25915"
"14-sprint\00-digitalizacion.md","00-digitalizacion.md","14-sprint","other","2779"
"14-sprint\Sprint-390-Security-Remediation.md","Sprint-390-Security-Remediation.md","14-sprint","sprint","9462"
"14-sprint\Sprint-391-Security-Hardening-Public-Release.md","Sprint-391-Security-Hardening-Public-Release.md","14-sprint","sprint","9431"
"14-sprint\Sprint-392-Repository-Synchronization-Release-Consolidation.md","Sprint-392-Repository-Synchronization-Release-Consolidation.md","14-sprint","sprint","8030"
"14-sprint\Sprint-393-Final-Security-Audit-Release-Readiness.md","Sprint-393-Final-Security-Audit-Release-Readiness.md","14-sprint","sprint","8415"
"14-sprint\Sprint-396-Multi-Environment-Compatibility-Audit.md","Sprint-396-Multi-Environment-Compatibility-Audit.md","14-sprint","sprint","8434"
"14-sprint\SPRINT-70B-PRODUCTION-BUNDLE-RUNTIME-CERTIFICATION-AUDIT.md","SPRINT-70B-PRODUCTION-BUNDLE-RUNTIME-CERTIFICATION-AUDIT.md","14-sprint","sprint","18357"
"14-sprint\SPRINT-70C-ISOLATION-AUDIT-REPORT.md","SPRINT-70C-ISOLATION-AUDIT-REPORT.md","14-sprint","sprint","9956"
"14-sprint\SPRINT-70D-ESM-COMPATIBILITY-PRODUCTION-MODULE-GRAPH-CERTIFICATION.md","SPRINT-70D-ESM-COMPATIBILITY-PRODUCTION-MODULE-GRAPH-CERTIFICATION.md","14-sprint","sprint","21140"
"14-sprint\SPRINT-71B-RUNTIME-FORM-METADATA-SIMPLIFICATION-CERTIFICATION.md","SPRINT-71B-RUNTIME-FORM-METADATA-SIMPLIFICATION-CERTIFICATION.md","14-sprint","sprint","8720"
"14-sprint\SPRINT-72-ICON-SELECTOR-CONSOLIDATION-CERTIFICATION.md","SPRINT-72-ICON-SELECTOR-CONSOLIDATION-CERTIFICATION.md","14-sprint","sprint","4685"
"14-sprint\SPRINT-73-LEGACY-MODULE-CONSOLIDATION-CERTIFICATION.md","SPRINT-73-LEGACY-MODULE-CONSOLIDATION-CERTIFICATION.md","14-sprint","sprint","11727"
"14-sprint\SPRINT-74-LEGACY-MODULE-ELIMINATION-CERTIFICATION.md","SPRINT-74-LEGACY-MODULE-ELIMINATION-CERTIFICATION.md","14-sprint","sprint","3264"
"14-sprint\SPRINT-75-MODULE-LIFECYCLE-GOVERNANCE-CERTIFICATION.md","SPRINT-75-MODULE-LIFECYCLE-GOVERNANCE-CERTIFICATION.md","14-sprint","sprint","20174"
"14-sprint\SPRINT-76-DYNAMIC-MODULE-FACTORY-CONSOLIDATION-CERTIFICATION.md","SPRINT-76-DYNAMIC-MODULE-FACTORY-CONSOLIDATION-CERTIFICATION.md","14-sprint","sprint","17019"
"14-sprint\SPRINT-77-DYNAMIC-MODULE-FACTORY-CONSOLIDATION-PILOT-CERTIFICATION.md","SPRINT-77-DYNAMIC-MODULE-FACTORY-CONSOLIDATION-PILOT-CERTIFICATION.md","14-sprint","sprint","10020"
"14-sprint\SPRINT-78-DYNAMIC-MODULE-FACTORY-CONSOLIDATION-FULL-OPERATIONAL-CERTIFICATION.md","SPRINT-78-DYNAMIC-MODULE-FACTORY-CONSOLIDATION-FULL-OPERATIONAL-CERTIFICATION.md","14-sprint","sprint","11822"
"14-sprint\SPRINT-79-OPERATIONAL-EXPERIENCES-CAPABILITY-FOUNDATION-CERTIFICATION.md","SPRINT-79-OPERATIONAL-EXPERIENCES-CAPABILITY-FOUNDATION-CERTIFICATION.md","14-sprint","sprint","7251"
"14-sprint\SPRINT-80-TRACEABILITY-INTELLIGENCE-ENGINE-CERTIFICATION.md","SPRINT-80-TRACEABILITY-INTELLIGENCE-ENGINE-CERTIFICATION.md","14-sprint","sprint","26960"
"14-sprint\SPRINT_11_19.md","SPRINT_11_19.md","14-sprint","sprint","16419"
"14-sprint\SPRINT_1_10.md","SPRINT_1_10.md","14-sprint","sprint","22424"
"14-sprint\SPRINT_20.md","SPRINT_20.md","14-sprint","sprint","535"
"14-sprint\SPRINT_21.md","SPRINT_21.md","14-sprint","sprint","755"
"14-sprint\SPRINT_22.md","SPRINT_22.md","14-sprint","sprint","2209"
"14-sprint\SPRINT_23.md","SPRINT_23.md","14-sprint","sprint","1552"
"14-sprint\SPRINT_24_FORM_CONTRACT.md","SPRINT_24_FORM_CONTRACT.md","14-sprint","sprint","1407"
"14-sprint\SPRINT_25_RENDER_ENGINE.md","SPRINT_25_RENDER_ENGINE.md","14-sprint","sprint","1989"
"14-sprint\SPRINT_26_Layout_Engine.md","SPRINT_26_Layout_Engine.md","14-sprint","sprint","2301"
"14-sprint\SPRINT_27.md","SPRINT_27.md","14-sprint","sprint","2169"
"14-sprint\SPRINT_28_FORM_ENGINE.md","SPRINT_28_FORM_ENGINE.md","14-sprint","sprint","2832"
"14-sprint\SPRINT_29_RUNTIME_FORM.md","SPRINT_29_RUNTIME_FORM.md","14-sprint","sprint","2619"
"14-sprint\SPRINT_30_RUNTIME_RESOLVER.md","SPRINT_30_RUNTIME_RESOLVER.md","14-sprint","sprint","2644"
"14-sprint\SPRINT_31_RUNTIME_BUILDER_DISCOVERY.md","SPRINT_31_RUNTIME_BUILDER_DISCOVERY.md","14-sprint","sprint","10602"
"14-sprint\SPRINT_32_Runtime_Builder.md","SPRINT_32_Runtime_Builder.md","14-sprint","sprint","1782"
"14-sprint\SPRINT_33.md","SPRINT_33.md","14-sprint","sprint","1814"
"14-sprint\SPRINT_34.md","SPRINT_34.md","14-sprint","sprint","1607"
"14-sprint\SPRINT_35.md","SPRINT_35.md","14-sprint","sprint","1921"
"14-sprint\SPRINT_36.md","SPRINT_36.md","14-sprint","sprint","1766"
"14-sprint\SPRINT_37.md","SPRINT_37.md","14-sprint","sprint","7505"
"14-sprint\SPRINT_38_Rule_Registry _layer.md","SPRINT_38_Rule_Registry _layer.md","14-sprint","sprint","1512"
"14-sprint\SPRINT_39.md","SPRINT_39.md","14-sprint","sprint","1504"
"14-sprint\SPRINT_40.md","SPRINT_40.md","14-sprint","sprint","1913"
"14-sprint\SPRINT_41.md","SPRINT_41.md","14-sprint","sprint","3289"
"14-sprint\SPRINT_42.1_MASTER_MODEL.md","SPRINT_42.1_MASTER_MODEL.md","14-sprint","sprint","898"
"14-sprint\SPRINT_42.2.md","SPRINT_42.2.md","14-sprint","sprint","1886"
"14-sprint\SPRINT_42.2A.md","SPRINT_42.2A.md","14-sprint","sprint","1225"
"14-sprint\SPRINT_42.2C_STABILIZACION_VISOR_GLOBAL.md","SPRINT_42.2C_STABILIZACION_VISOR_GLOBAL.md","14-sprint","sprint","2672"
"14-sprint\SPRINT_42.md","SPRINT_42.md","14-sprint","sprint","2066"
"14-sprint\sprint_43.1.md","sprint_43.1.md","14-sprint","sprint","3688"
"14-sprint\SPRINT_43_0_DASHBOARD_INTELIGENTE.md","SPRINT_43_0_DASHBOARD_INTELIGENTE.md","14-sprint","sprint","3981"
"14-sprint\SPRINT_44_1_MOTOR_UNIVERSAL_ORDENAMIENTO.md","SPRINT_44_1_MOTOR_UNIVERSAL_ORDENAMIENTO.md","14-sprint","sprint","20957"
"14-sprint\SPRINT_44_2B_EVIDENCIA_FASE_1_MOTOR_UNIVERSAL_ORDENAMIENTO.md","SPRINT_44_2B_EVIDENCIA_FASE_1_MOTOR_UNIVERSAL_ORDENAMIENTO.md","14-sprint","sprint","2929"
"14-sprint\SPRINT_44_2C_CIERRE_PILOTO_MOTOR_UNIVERSAL.md","SPRINT_44_2C_CIERRE_PILOTO_MOTOR_UNIVERSAL.md","14-sprint","sprint","6374"
"14-sprint\SPRINT_44_2_PLAN_IMPLEMENTACION_MOTOR_UNIVERSAL_ORDENAMIENTO.md","SPRINT_44_2_PLAN_IMPLEMENTACION_MOTOR_UNIVERSAL_ORDENAMIENTO.md","14-sprint","sprint","15917"
"14-sprint\SPRINT_65A_MODULE_ADMINISTRATION_DOMAIN_MODEL.md","SPRINT_65A_MODULE_ADMINISTRATION_DOMAIN_MODEL.md","14-sprint","sprint","42263"
"14-sprint\SPRINT_65B1_APPLICATION_CONTRACTS_CONSOLIDATION.md","SPRINT_65B1_APPLICATION_CONTRACTS_CONSOLIDATION.md","14-sprint","sprint","9022"
"14-sprint\SPRINT_65B_MODULE_ADMINISTRATION_APPLICATION_CONTRACTS.md","SPRINT_65B_MODULE_ADMINISTRATION_APPLICATION_CONTRACTS.md","14-sprint","sprint","12688"
"14-sprint\SPRINT_65C_MODULE_ADMINISTRATION_APPLICATION_SERVICE.md","SPRINT_65C_MODULE_ADMINISTRATION_APPLICATION_SERVICE.md","14-sprint","sprint","9648"
"14-sprint\SPRINT_65D_UI_INTEGRATION_LAYER.md","SPRINT_65D_UI_INTEGRATION_LAYER.md","14-sprint","sprint","8055"
"14-sprint\SPRINT_65_ARCHITECTURAL_AUDIT_POST_SPRINT64.md","SPRINT_65_ARCHITECTURAL_AUDIT_POST_SPRINT64.md","14-sprint","sprint","22824"
"14-sprint\SPRINT_66A_INTEGRATION_AUDIT.md","SPRINT_66A_INTEGRATION_AUDIT.md","14-sprint","sprint","3700"
"14-sprint\SPRINT_66B_OPERATIONAL_READINESS.md","SPRINT_66B_OPERATIONAL_READINESS.md","14-sprint","sprint","8229"
"14-sprint\SPRINT_66B_PERSISTENCE_INTEGRATION_AUDIT.md","SPRINT_66B_PERSISTENCE_INTEGRATION_AUDIT.md","14-sprint","sprint","15341"
"14-sprint\SPRINT_66C_TRANSACTION_IDEMPOTENCY_AUDIT.md","SPRINT_66C_TRANSACTION_IDEMPOTENCY_AUDIT.md","14-sprint","sprint","18380"
"14-sprint\SPRINT_66_DYNAMIC_MODULE_WIZARD.md","SPRINT_66_DYNAMIC_MODULE_WIZARD.md","14-sprint","sprint","10193"
"14-sprint\SPRINT_67A_SCHEMA_ALIGNMENT_AUDIT.md","SPRINT_67A_SCHEMA_ALIGNMENT_AUDIT.md","14-sprint","sprint","15780"
"14-sprint\SPRINT_67B1_RUNTIME_PUBLICATION_VERIFICATION.md","SPRINT_67B1_RUNTIME_PUBLICATION_VERIFICATION.md","14-sprint","sprint","16986"
"14-sprint\SPRINT_67B_MODULE_RUNTIME_CONFIGURATION.md","SPRINT_67B_MODULE_RUNTIME_CONFIGURATION.md","14-sprint","sprint","11449"
"14-sprint\SPRINT_67C_MODULE_OPERATIONAL_CONFIGURATION_CERTIFICATION.md","SPRINT_67C_MODULE_OPERATIONAL_CONFIGURATION_CERTIFICATION.md","14-sprint","sprint","22990"
"14-sprint\SPRINT_67D1_RUNTIME_CONSUMERS_UI_PUBLICATION_AUDIT.md","SPRINT_67D1_RUNTIME_CONSUMERS_UI_PUBLICATION_AUDIT.md","14-sprint","sprint","17052"
"14-sprint\SPRINT_67D_RUNTIME_UI_PUBLICATION_SYNCHRONIZATION.md","SPRINT_67D_RUNTIME_UI_PUBLICATION_SYNCHRONIZATION.md","14-sprint","sprint","22720"
"14-sprint\SPRINT_67E_MODULE_UI_PUBLICATION_RUNTIME_CONSUMERS_CERTIFICATION.md","SPRINT_67E_MODULE_UI_PUBLICATION_RUNTIME_CONSUMERS_CERTIFICATION.md","14-sprint","sprint","21552"
"14-sprint\SPRINT_67F_MODULE_LIFECYCLE_CONSUMERS_SYNCHRONIZATION.md","SPRINT_67F_MODULE_LIFECYCLE_CONSUMERS_SYNCHRONIZATION.md","14-sprint","sprint","12345"
"14-sprint\SPRINT_67G_RUNTIME_VISUAL_PUBLICATION_LAYER_CERTIFICATION.md","SPRINT_67G_RUNTIME_VISUAL_PUBLICATION_LAYER_CERTIFICATION.md","14-sprint","sprint","19206"
"14-sprint\SPRINT_67H_RUNTIME_MODULE_PUBLICATION_DIAGNOSTIC_AUDIT.md","SPRINT_67H_RUNTIME_MODULE_PUBLICATION_DIAGNOSTIC_AUDIT.md","14-sprint","sprint","29776"
"14-sprint\SPRINT_67I_RUNTIME_MODULE_PUBLICATION_EXECUTION_TRACE_AUDIT.md","SPRINT_67I_RUNTIME_MODULE_PUBLICATION_EXECUTION_TRACE_AUDIT.md","14-sprint","sprint","14310"
"14-sprint\SPRINT_67J_RUNTIME_MODULE_PUBLICATION_DECOUPLING_CERTIFICATION.md","SPRINT_67J_RUNTIME_MODULE_PUBLICATION_DECOUPLING_CERTIFICATION.md","14-sprint","sprint","4530"
"14-sprint\SPRINT_67K_CORE_CONFIGURATION_MODULE_PROTECTION_CERTIFICATION.md","SPRINT_67K_CORE_CONFIGURATION_MODULE_PROTECTION_CERTIFICATION.md","14-sprint","sprint","3977"
"14-sprint\SPRINT_67K_SAFE_MODULE_DELETION_GOVERNANCE_CERTIFICATION.md","SPRINT_67K_SAFE_MODULE_DELETION_GOVERNANCE_CERTIFICATION.md","14-sprint","sprint","4675"
"14-sprint\SPRINT_67L_CONFIGURATION_MODULE_DESTINATION_PROTECTION_CERTIFICATION.md","SPRINT_67L_CONFIGURATION_MODULE_DESTINATION_PROTECTION_CERTIFICATION.md","14-sprint","sprint","3814"
"14-sprint\SPRINT_67M_DOCUMENT_REPOSITORY_UPLOAD_PIPELINE_AUDIT.md","SPRINT_67M_DOCUMENT_REPOSITORY_UPLOAD_PIPELINE_AUDIT.md","14-sprint","sprint","6673"
"14-sprint\SPRINT_67_DYNAMIC_MODULE_CONFIGURATION.md","SPRINT_67_DYNAMIC_MODULE_CONFIGURATION.md","14-sprint","sprint","13168"
"14-sprint\SPRINT_68A_REPOSITORY_DOCUMENT_UPLOAD_PIPELINE_AUDIT.md","SPRINT_68A_REPOSITORY_DOCUMENT_UPLOAD_PIPELINE_AUDIT.md","14-sprint","sprint","11093"
"14-sprint\SPRINT_68B_REPOSITORY_STORAGE_KEY_NORMALIZATION_CERTIFICATION.md","SPRINT_68B_REPOSITORY_STORAGE_KEY_NORMALIZATION_CERTIFICATION.md","14-sprint","sprint","5612"
"14-sprint\SPRINT_68C_BULK_APPROVAL_REMOVAL_CERTIFICATION.md","SPRINT_68C_BULK_APPROVAL_REMOVAL_CERTIFICATION.md","14-sprint","sprint","4593"
"14-sprint\SPRINT_69A_DYNAMIC_FORM_DELETION_PIPELINE_AUDIT_CERTIFICATION.md","SPRINT_69A_DYNAMIC_FORM_DELETION_PIPELINE_AUDIT_CERTIFICATION.md","14-sprint","sprint","6255"
"14-sprint\TODO.md","TODO.md","14-sprint","other","883"
"14-sprint\TODO_SPRINT_62.md","TODO_SPRINT_62.md","14-sprint","other","1292"
"14-sprint\TODO_SPRINT_64.md","TODO_SPRINT_64.md","14-sprint","other","1238"
"14-sprint\TRACEABILITY_DEEP_AUDIT.md","TRACEABILITY_DEEP_AUDIT.md","14-sprint","audit","11076"
"14-sprint\TRACEABILITY_RUNTIME_READINESS.md","TRACEABILITY_RUNTIME_READINESS.md","14-sprint","other","2373"
"14-sprint\45-sprint\SPRINT_45_10A_STANDARD_DEPENDENCY_MAP_REFINEMENT_AUDIT.md","SPRINT_45_10A_STANDARD_DEPENDENCY_MAP_REFINEMENT_AUDIT.md","45-sprint","sprint","11264"
"14-sprint\45-sprint\SPRINT_45_10_STANDARD_DEPENDENCY_MAP_AUDIT.md","SPRINT_45_10_STANDARD_DEPENDENCY_MAP_AUDIT.md","45-sprint","sprint","17232"
"14-sprint\45-sprint\SPRINT_45_11A_ARCHITECTURE_CERTIFICATION_REVIEW_SSOT.md","SPRINT_45_11A_ARCHITECTURE_CERTIFICATION_REVIEW_SSOT.md","45-sprint","sprint","8645"
"14-sprint\45-sprint\SPRINT_45_11_STANDARD_CORE_ARCHITECTURE_SSOT_FINAL.md","SPRINT_45_11_STANDARD_CORE_ARCHITECTURE_SSOT_FINAL.md","45-sprint","sprint","16665"
"14-sprint\45-sprint\SPRINT_45_12_ARCHITECTURAL_EVOLUTION_RULES_SSOT.md","SPRINT_45_12_ARCHITECTURAL_EVOLUTION_RULES_SSOT.md","45-sprint","sprint","14569"
"14-sprint\45-sprint\SPRINT_45_13A_ADR_REFINEMENT_GOVERNANCE_SSOT.md","SPRINT_45_13A_ADR_REFINEMENT_GOVERNANCE_SSOT.md","45-sprint","sprint","13524"
"14-sprint\45-sprint\SPRINT_45_13_ARCHITECTURAL_DECISION_RECORDS_ADR_SSOT.md","SPRINT_45_13_ARCHITECTURAL_DECISION_RECORDS_ADR_SSOT.md","45-sprint","sprint","8305"
"14-sprint\45-sprint\SPRINT_45_14A_ARCHITECTURAL_RISK_ASSESSMENT_GOVERNANCE_REFINEMENT_SSOT.md","SPRINT_45_14A_ARCHITECTURAL_RISK_ASSESSMENT_GOVERNANCE_REFINEMENT_SSOT.md","45-sprint","sprint","9062"
"14-sprint\45-sprint\SPRINT_45_14_ARCHITECTURAL_RISK_REGISTER_SSOT.md","SPRINT_45_14_ARCHITECTURAL_RISK_REGISTER_SSOT.md","45-sprint","sprint","15677"
"14-sprint\45-sprint\SPRINT_45_15A ? Architectural Compliance Assessment & Governance Refinement (SSOT).md","SPRINT_45_15A ? Architectural Compliance Assessment & Governance Refinement (SSOT).md","45-sprint","sprint","7330"
"14-sprint\45-sprint\SPRINT_45_15_ARCHITECTURAL_COMPLIANCE_FRAMEWORK_SSOT.md","SPRINT_45_15_ARCHITECTURAL_COMPLIANCE_FRAMEWORK_SSOT.md","45-sprint","sprint","7534"
"14-sprint\45-sprint\SPRINT_45_16A_ARCHITECTURE_GOVERNANCE_ASSESSMENT_REFINEMENT_SSOT.md","SPRINT_45_16A_ARCHITECTURE_GOVERNANCE_ASSESSMENT_REFINEMENT_SSOT.md","45-sprint","sprint","6127"
"14-sprint\45-sprint\SPRINT_45_16_ARCHITECTURE_GOVERNANCE_FRAMEWORK_SSOT.md","SPRINT_45_16_ARCHITECTURE_GOVERNANCE_FRAMEWORK_SSOT.md","45-sprint","sprint","8680"
"14-sprint\45-sprint\SPRINT_45_17A_ARCHITECTURE_CERTIFICATION_ASSESSMENT_FINAL_GOVERNANCE_CLOSURE_SSOT.md","SPRINT_45_17A_ARCHITECTURE_CERTIFICATION_ASSESSMENT_FINAL_GOVERNANCE_CLOSURE_SSOT.md","45-sprint","sprint","5865"
"14-sprint\45-sprint\SPRINT_45_17_ARCHITECTURE_CERTIFICATION_MODEL_SSOT.md","SPRINT_45_17_ARCHITECTURE_CERTIFICATION_MODEL_SSOT.md","45-sprint","sprint","5727"
"14-sprint\45-sprint\SPRINT_45_18_ARCHITECTURE_CERTIFICATION_CLOSURE_SSOT.md","SPRINT_45_18_ARCHITECTURE_CERTIFICATION_CLOSURE_SSOT.md","45-sprint","sprint","6777"
"14-sprint\45-sprint\SPRINT_45_1A_CURRENT_SYSTEM_DECOMPOSITION.md","SPRINT_45_1A_CURRENT_SYSTEM_DECOMPOSITION.md","45-sprint","sprint","17719"
"14-sprint\45-sprint\SPRINT_45_1_STANDARD_MODULE_DEFINITION.md","SPRINT_45_1_STANDARD_MODULE_DEFINITION.md","45-sprint","sprint","12256"
"14-sprint\45-sprint\SPRINT_45_2_MODULE_CREATION_FLOW_AUDIT.md","SPRINT_45_2_MODULE_CREATION_FLOW_AUDIT.md","45-sprint","sprint","12471"
"14-sprint\45-sprint\SPRINT_45_3_FORM_BUILDER_AUDIT.md","SPRINT_45_3_FORM_BUILDER_AUDIT.md","45-sprint","sprint","12252"
"14-sprint\45-sprint\SPRINT_45_4_MODULE_EXECUTION_FLOW_AUDIT.md","SPRINT_45_4_MODULE_EXECUTION_FLOW_AUDIT.md","45-sprint","sprint","13795"
"14-sprint\45-sprint\SPRINT_45_5_STANDARD_MODULE_FEATURE_MAP_AUDIT.md","SPRINT_45_5_STANDARD_MODULE_FEATURE_MAP_AUDIT.md","45-sprint","sprint","13001"
"14-sprint\45-sprint\SPRINT_45_6_STANDARD_MODULE_DEPENDENCY_MAP_AUDIT.md","SPRINT_45_6_STANDARD_MODULE_DEPENDENCY_MAP_AUDIT.md","45-sprint","sprint","13312"
"14-sprint\45-sprint\SPRINT_45_7_STANDARD_METADATA_MODEL_AUDIT.md","SPRINT_45_7_STANDARD_METADATA_MODEL_AUDIT.md","45-sprint","sprint","18312"
"14-sprint\45-sprint\SPRINT_45_8_STANDARD_MODULE_EXECUTION_FLOW_AUDIT.md","SPRINT_45_8_STANDARD_MODULE_EXECUTION_FLOW_AUDIT.md","45-sprint","sprint","13865"
"14-sprint\45-sprint\SPRINT_45_9_STANDARD_CONTRACT_MAP_AUDIT.md","SPRINT_45_9_STANDARD_CONTRACT_MAP_AUDIT.md","45-sprint","sprint","21159"
"14-sprint\45-sprint\SPRINT_45_CURRENT_SYSTEM_AUDIT.md","SPRINT_45_CURRENT_SYSTEM_AUDIT.md","45-sprint","sprint","24290"
"14-sprint\45-sprint\TODO_SPRINT_45.md","TODO_SPRINT_45.md","45-sprint","other","1354"
"14-sprint\46-sprint\Sprint_46_Standard_Module_Factory.md","Sprint_46_Standard_Module_Factory.md","46-sprint","sprint","17984"
"14-sprint\47-sprint\Sprint_47_Operational_Governance_Model.md","Sprint_47_Operational_Governance_Model.md","47-sprint","sprint","17324"
"14-sprint\48-sprint\Sprint_48_Metadata_Factory_Administration_Model.md","Sprint_48_Metadata_Factory_Administration_Model.md","48-sprint","sprint","13368"
"14-sprint\49-sprint\SPRINT_49A_R6_CORE_STANDARD_EVOLUTION_AUDIT.md","SPRINT_49A_R6_CORE_STANDARD_EVOLUTION_AUDIT.md","49-sprint","sprint","34592"
"14-sprint\49-sprint\Sprint_49A_Workspace_Foundation_Implementation.md","Sprint_49A_Workspace_Foundation_Implementation.md","49-sprint","sprint","14044"
"14-sprint\49-sprint\Sprint_49_Metadata_Factory_Implementation_Blueprint.md","Sprint_49_Metadata_Factory_Implementation_Blueprint.md","49-sprint","sprint","16849"
"15-architecture\BUSINESS_CAPABILITY_CONTRACT_v1.md","BUSINESS_CAPABILITY_CONTRACT_v1.md","15-architecture","contract","8379"
"15-architecture\CORE_CAPABILITY_COMPOSITION_ENGINE_MODEL_v1.md","CORE_CAPABILITY_COMPOSITION_ENGINE_MODEL_v1.md","15-architecture","other","8986"
"15-architecture\CORE_CAPABILITY_MODEL_v1.md","CORE_CAPABILITY_MODEL_v1.md","15-architecture","other","14351"
"15-architecture\CORE_CAPABILITY_REGISTRY_MODEL_v1.md","CORE_CAPABILITY_REGISTRY_MODEL_v1.md","15-architecture","other","12725"
"15-architecture\CORE_CAPABILITY_RESOLVER_MODEL_v1.md","CORE_CAPABILITY_RESOLVER_MODEL_v1.md","15-architecture","other","20815"
"15-architecture\CORE_GOVERNANCE_MODEL_v1.md","CORE_GOVERNANCE_MODEL_v1.md","15-architecture","other","9022"
"15-architecture\CORE_MODULE_CAPABILITY_MODEL_v1.md","CORE_MODULE_CAPABILITY_MODEL_v1.md","15-architecture","other","7634"
"15-architecture\CORE_RUNTIME_GOVERNANCE_MODEL_v1.md","CORE_RUNTIME_GOVERNANCE_MODEL_v1.md","15-architecture","other","24644"
"15-architecture\CORE_STANDARD_MODULE_STRATEGY_v1.md","CORE_STANDARD_MODULE_STRATEGY_v1.md","15-architecture","other","8270"
"15-architecture\CORE_STANDARD_SHELL_GOVERNANCE_POLICIES_v1.md","CORE_STANDARD_SHELL_GOVERNANCE_POLICIES_v1.md","15-architecture","other","16426"
"15-architecture\CORE_STANDARD_SHELL_MODEL_v1.md","CORE_STANDARD_SHELL_MODEL_v1.md","15-architecture","other","12755"
"15-architecture\current-architecture.md","current-architecture.md","15-architecture","architecture","11385"
"15-architecture\deployment-architecture.md","deployment-architecture.md","15-architecture","architecture","12889"
"15-architecture\DYNAMIC_MODULE_ARCHITECTURE_DECISION_v1.md","DYNAMIC_MODULE_ARCHITECTURE_DECISION_v1.md","15-architecture","architecture","9725"
"15-architecture\historical-knowledge-map.md","historical-knowledge-map.md","15-architecture","other","10324"
"15-architecture\MODULE_CONTRACT_v1.md","MODULE_CONTRACT_v1.md","15-architecture","contract","17551"
"15-architecture\MODULE_CONTRACT_v1_CERTIFICATION_NOTES.md","MODULE_CONTRACT_v1_CERTIFICATION_NOTES.md","15-architecture","contract","1212"
"15-architecture\SPRINT_65E_ARCHITECTURE_CONSOLIDATION.md","SPRINT_65E_ARCHITECTURE_CONSOLIDATION.md","15-architecture","sprint","11033"
"15-architecture\TODO.md","TODO.md","15-architecture","other","1108"
"15-architecture\adr\ADR-001-metadata-driven-architecture.md","ADR-001-metadata-driven-architecture.md","adr","architecture","3313"
"15-architecture\adr\ADR-002-runtime-driven-execution-model.md","ADR-002-runtime-driven-execution-model.md","adr","other","3938"
"15-architecture\adr\ADR-003-capability-driven-authorization.md","ADR-003-capability-driven-authorization.md","adr","other","3783"
